series,date,state,sector,value
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Overall GDP,-6.992
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Agriculture,
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Mining & Quarrying,-9.411
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Manufacturing,-6.302
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Construction,-26.425
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Services,-5.419
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Import Duties,1.63
growth_yoy,01/01/2020,W.P. Labuan,Overall GDP,-0.13
growth_yoy,01/01/2020,W.P. Labuan,Agriculture,-13.6
growth_yoy,01/01/2020,W.P. Labuan,Mining & Quarrying,
growth_yoy,01/01/2020,W.P. Labuan,Manufacturing,-1.167
growth_yoy,01/01/2020,W.P. Labuan,Construction,-8.237
growth_yoy,01/01/2020,W.P. Labuan,Services,0.215
growth_yoy,01/01/2020,W.P. Labuan,Import Duties,83.238
growth_yoy,01/01/2021,Johor,Overall GDP,2.475
growth_yoy,01/01/2021,Johor,Agriculture,0.154
growth_yoy,01/01/2021,Johor,Mining & Quarrying,-10.744
growth_yoy,01/01/2021,Johor,Manufacturing,5.372
growth_yoy,01/01/2021,Johor,Construction,-18.15
growth_yoy,01/01/2021,Johor,Services,2.942
growth_yoy,01/01/2021,Johor,Import Duties,-4.386
growth_yoy,01/01/2021,Kedah,Overall GDP,3.177
growth_yoy,01/01/2021,Kedah,Agriculture,2.735
growth_yoy,01/01/2021,Kedah,Mining & Quarrying,-7.809
growth_yoy,01/01/2021,Kedah,Manufacturing,6.215
growth_yoy,01/01/2021,Kedah,Construction,-8.419
growth_yoy,01/01/2021,Kedah,Services,1.933
growth_yoy,01/01/2021,Kedah,Import Duties,30.753
growth_yoy,01/01/2021,Kelantan,Overall GDP,2.359
growth_yoy,01/01/2021,Kelantan,Agriculture,0.892
growth_yoy,01/01/2021,Kelantan,Mining & Quarrying,3.14
growth_yoy,01/01/2021,Kelantan,Manufacturing,2.084
growth_yoy,01/01/2021,Kelantan,Construction,1.111
growth_yoy,01/01/2021,Kelantan,Services,2.832
growth_yoy,01/01/2021,Kelantan,Import Duties,39.847
growth_yoy,01/01/2021,Melaka,Overall GDP,2.05
growth_yoy,01/01/2021,Melaka,Agriculture,-1.446
growth_yoy,01/01/2021,Melaka,Mining & Quarrying,-6.633
growth_yoy,01/01/2021,Melaka,Manufacturing,3.348
growth_yoy,01/01/2021,Melaka,Construction,-9.622
growth_yoy,01/01/2021,Melaka,Services,2.696
growth_yoy,01/01/2021,Melaka,Import Duties,-43.07
growth_yoy,01/01/2021,Negeri Sembilan,Overall GDP,3.131
growth_yoy,01/01/2021,Negeri Sembilan,Agriculture,-0.458
growth_yoy,01/01/2021,Negeri Sembilan,Mining & Quarrying,-6.674
growth_yoy,01/01/2021,Negeri Sembilan,Manufacturing,7.167
growth_yoy,01/01/2021,Negeri Sembilan,Construction,-0.364
growth_yoy,01/01/2021,Negeri Sembilan,Services,2.258
growth_yoy,01/01/2021,Negeri Sembilan,Import Duties,-29.453
growth_yoy,01/01/2021,Pahang,Overall GDP,1.011
growth_yoy,01/01/2021,Pahang,Agriculture,0.032
growth_yoy,01/01/2021,Pahang,Mining & Quarrying,-17.333
growth_yoy,01/01/2021,Pahang,Manufacturing,6.077
growth_yoy,01/01/2021,Pahang,Construction,18.405
growth_yoy,01/01/2021,Pahang,Services,-1.13
growth_yoy,01/01/2021,Pahang,Import Duties,-32.502
growth_yoy,01/01/2021,Perak,Overall GDP,3.551
growth_yoy,01/01/2021,Perak,Agriculture,2.96
growth_yoy,01/01/2021,Perak,Mining & Quarrying,-7.015
growth_yoy,01/01/2021,Perak,Manufacturing,9.166
growth_yoy,01/01/2021,Perak,Construction,-6.716
growth_yoy,01/01/2021,Perak,Services,2.571
growth_yoy,01/01/2021,Perak,Import Duties,-31.958
growth_yoy,01/01/2021,Perlis,Overall GDP,1.41
growth_yoy,01/01/2021,Perlis,Agriculture,-5.904
growth_yoy,01/01/2021,Perlis,Mining & Quarrying,-5.035
growth_yoy,01/01/2021,Perlis,Manufacturing,5.381
growth_yoy,01/01/2021,Perlis,Construction,0.13
growth_yoy,01/01/2021,Perlis,Services,2.164
growth_yoy,01/01/2021,Perlis,Import Duties,88.99
growth_yoy,01/01/2021,Pulau Pinang,Overall GDP,6.941
growth_yoy,01/01/2021,Pulau Pinang,Agriculture,-2.393
growth_yoy,01/01/2021,Pulau Pinang,Mining & Quarrying,-6.585
growth_yoy,01/01/2021,Pulau Pinang,Manufacturing,12.352
growth_yoy,01/01/2021,Pulau Pinang,Construction,12.855
growth_yoy,01/01/2021,Pulau Pinang,Services,2.395
growth_yoy,01/01/2021,Pulau Pinang,Import Duties,-5.832
growth_yoy,01/01/2021,Sabah,Overall GDP,1.49
growth_yoy,01/01/2021,Sabah,Agriculture,-2.19
growth_yoy,01/01/2021,Sabah,Mining & Quarrying,3.203
growth_yoy,01/01/2021,Sabah,Manufacturing,-1.842
growth_yoy,01/01/2021,Sabah,Construction,7.816
growth_yoy,01/01/2021,Sabah,Services,2.108
growth_yoy,01/01/2021,Sabah,Import Duties,-11.098
growth_yoy,01/01/2021,Sarawak,Overall GDP,3.165
growth_yoy,01/01/2021,Sarawak,Agriculture,-2.962
growth_yoy,01/01/2021,Sarawak,Mining & Quarrying,-2.504
growth_yoy,01/01/2021,Sarawak,Manufacturing,10.963
growth_yoy,01/01/2021,Sarawak,Construction,10.012
growth_yoy,01/01/2021,Sarawak,Services,2.5
growth_yoy,01/01/2021,Sarawak,Import Duties,-8.352
growth_yoy,01/01/2021,Selangor,Overall GDP,5.293
growth_yoy,01/01/2021,Selangor,Agriculture,4.85
growth_yoy,01/01/2021,Selangor,Mining & Quarrying,-6.272
growth_yoy,01/01/2021,Selangor,Manufacturing,12.977
growth_yoy,01/01/2021,Selangor,Construction,-6.382
growth_yoy,01/01/2021,Selangor,Services,2.649
growth_yoy,01/01/2021,Selangor,Import Duties,8.921
growth_yoy,01/01/2021,Terengganu,Overall GDP,3.653
growth_yoy,01/01/2021,Terengganu,Agriculture,-5.21
growth_yoy,01/01/2021,Terengganu,Mining & Quarrying,1.01
growth_yoy,01/01/2021,Terengganu,Manufacturing,9.464
growth_yoy,01/01/2021,Terengganu,Construction,2.337
growth_yoy,01/01/2021,Terengganu,Services,1.439
growth_yoy,01/01/2021,Terengganu,Import Duties,-47.864
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Overall GDP,1.121
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Agriculture,
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Mining & Quarrying,-2.92
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Manufacturing,4.264
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Construction,-11.943
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Services,1.943
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Import Duties,1.187
growth_yoy,01/01/2021,W.P. Labuan,Overall GDP,0.477
growth_yoy,01/01/2021,W.P. Labuan,Agriculture,1.302
growth_yoy,01/01/2021,W.P. Labuan,Mining & Quarrying,
growth_yoy,01/01/2021,W.P. Labuan,Manufacturing,-1.008
growth_yoy,01/01/2021,W.P. Labuan,Construction,-11.864
growth_yoy,01/01/2021,W.P. Labuan,Services,1.461
growth_yoy,01/01/2021,W.P. Labuan,Import Duties,-31.931
growth_yoy,01/01/2022,Johor,Overall GDP,8.478
growth_yoy,01/01/2022,Johor,Agriculture,3.081
growth_yoy,01/01/2022,Johor,Mining & Quarrying,10.524
growth_yoy,01/01/2022,Johor,Manufacturing,5.454
growth_yoy,01/01/2022,Johor,Construction,15.931
growth_yoy,01/01/2022,Johor,Services,10.994
growth_yoy,01/01/2022,Johor,Import Duties,20.785
growth_yoy,01/01/2022,Kedah,Overall GDP,7.319
growth_yoy,01/01/2022,Kedah,Agriculture,0.339
growth_yoy,01/01/2022,Kedah,Mining & Quarrying,10.763
growth_yoy,01/01/2022,Kedah,Manufacturing,8.077
growth_yoy,01/01/2022,Kedah,Construction,18.307
growth_yoy,01/01/2022,Kedah,Services,7.973
growth_yoy,01/01/2022,Kedah,Import Duties,7.671
growth_yoy,01/01/2022,Kelantan,Overall GDP,4.471
growth_yoy,01/01/2022,Kelantan,Agriculture,-3.904
growth_yoy,01/01/2022,Kelantan,Mining & Quarrying,11.435
growth_yoy,01/01/2022,Kelantan,Manufacturing,3.088
growth_yoy,01/01/2022,Kelantan,Construction,19.687
growth_yoy,01/01/2022,Kelantan,Services,6.781
growth_yoy,01/01/2022,Kelantan,Import Duties,36.734
growth_yoy,01/01/2022,Melaka,Overall GDP,8.854
growth_yoy,01/01/2022,Melaka,Agriculture,0.61
growth_yoy,01/01/2022,Melaka,Mining & Quarrying,10.453
growth_yoy,01/01/2022,Melaka,Manufacturing,6.753
growth_yoy,01/01/2022,Melaka,Construction,5.14
growth_yoy,01/01/2022,Melaka,Services,12.438
growth_yoy,01/01/2022,Melaka,Import Duties,13.205
growth_yoy,01/01/2022,Negeri Sembilan,Overall GDP,6.596
growth_yoy,01/01/2022,Negeri Sembilan,Agriculture,0.531
growth_yoy,01/01/2022,Negeri Sembilan,Mining & Quarrying,10.877
growth_yoy,01/01/2022,Negeri Sembilan,Manufacturing,7.971
growth_yoy,01/01/2022,Negeri Sembilan,Construction,5.78
growth_yoy,01/01/2022,Negeri Sembilan,Services,7.781
growth_yoy,01/01/2022,Negeri Sembilan,Import Duties,-47.847
growth_yoy,01/01/2022,Pahang,Overall GDP,11.375
growth_yoy,01/01/2022,Pahang,Agriculture,6.778
growth_yoy,01/01/2022,Pahang,Mining & Quarrying,12.761
growth_yoy,01/01/2022,Pahang,Manufacturing,5.81
growth_yoy,01/01/2022,Pahang,Construction,-1.046
growth_yoy,01/01/2022,Pahang,Services,16.937
growth_yoy,01/01/2022,Pahang,Import Duties,0.792
growth_yoy,01/01/2022,Perak,Overall GDP,4.585
growth_yoy,01/01/2022,Perak,Agriculture,-2.569
growth_yoy,01/01/2022,Perak,Mining & Quarrying,11.846
growth_yoy,01/01/2022,Perak,Manufacturing,0.99
growth_yoy,01/01/2022,Perak,Construction,6.107
growth_yoy,01/01/2022,Perak,Services,7.383
growth_yoy,01/01/2022,Perak,Import Duties,48.019
growth_yoy,01/01/2022,Perlis,Overall GDP,5.852
growth_yoy,01/01/2022,Perlis,Agriculture,3.405
growth_yoy,01/01/2022,Perlis,Mining & Quarrying,9.939
growth_yoy,01/01/2022,Perlis,Manufacturing,4.525
growth_yoy,01/01/2022,Perlis,Construction,1.102
growth_yoy,01/01/2022,Perlis,Services,5.597
growth_yoy,01/01/2022,Perlis,Import Duties,68.378
growth_yoy,01/01/2022,Pulau Pinang,Overall GDP,13.273
growth_yoy,01/01/2022,Pulau Pinang,Agriculture,4.743
growth_yoy,01/01/2022,Pulau Pinang,Mining & Quarrying,10.712
growth_yoy,01/01/2022,Pulau Pinang,Manufacturing,15.865
growth_yoy,01/01/2022,Pulau Pinang,Construction,7.928
growth_yoy,01/01/2022,Pulau Pinang,Services,11.492
growth_yoy,01/01/2022,Pulau Pinang,Import Duties,2.954
growth_yoy,01/01/2022,Sabah,Overall GDP,3.932
growth_yoy,01/01/2022,Sabah,Agriculture,0.2
growth_yoy,01/01/2022,Sabah,Mining & Quarrying,-0.582
growth_yoy,01/01/2022,Sabah,Manufacturing,-2.546
growth_yoy,01/01/2022,Sabah,Construction,6.174
growth_yoy,01/01/2022,Sabah,Services,8.498
growth_yoy,01/01/2022,Sabah,Import Duties,12.572
growth_yoy,01/01/2022,Sarawak,Overall GDP,6.919
growth_yoy,01/01/2022,Sarawak,Agriculture,1.805
growth_yoy,01/01/2022,Sarawak,Mining & Quarrying,7.303
growth_yoy,01/01/2022,Sarawak,Manufacturing,5.76
growth_yoy,01/01/2022,Sarawak,Construction,4.028
growth_yoy,01/01/2022,Sarawak,Services,9.338
growth_yoy,01/01/2022,Sarawak,Import Duties,20.351
growth_yoy,01/01/2022,Selangor,Overall GDP,11.931
growth_yoy,01/01/2022,Selangor,Agriculture,-0.498
growth_yoy,01/01/2022,Selangor,Mining & Quarrying,12.555
growth_yoy,01/01/2022,Selangor,Manufacturing,9.042
growth_yoy,01/01/2022,Selangor,Construction,4.206
growth_yoy,01/01/2022,Selangor,Services,13.602
growth_yoy,01/01/2022,Selangor,Import Duties,32.131
growth_yoy,01/01/2022,Terengganu,Overall GDP,6.011
growth_yoy,01/01/2022,Terengganu,Agriculture,-3.346
growth_yoy,01/01/2022,Terengganu,Mining & Quarrying,10.968
growth_yoy,01/01/2022,Terengganu,Manufacturing,8.296
growth_yoy,01/01/2022,Terengganu,Construction,3.425
growth_yoy,01/01/2022,Terengganu,Services,5.952
growth_yoy,01/01/2022,Terengganu,Import Duties,-48.072
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Overall GDP,9.384
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Agriculture,
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Mining & Quarrying,10.087
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Manufacturing,5.34
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Construction,2.057
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Services,10.963
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Import Duties,-43.136
growth_yoy,01/01/2022,W.P. Labuan,Overall GDP,4.09
growth_yoy,01/01/2022,W.P. Labuan,Agriculture,4.724
growth_yoy,01/01/2022,W.P. Labuan,Mining & Quarrying,
growth_yoy,01/01/2022,W.P. Labuan,Manufacturing,1.7
growth_yoy,01/01/2022,W.P. Labuan,Construction,3.252
growth_yoy,01/01/2022,W.P. Labuan,Services,4.751
growth_yoy,01/01/2022,W.P. Labuan,Import Duties,-13.38
growth_yoy,01/01/2023,Johor,Overall GDP,4.099
growth_yoy,01/01/2023,Johor,Agriculture,-1.135
growth_yoy,01/01/2023,Johor,Mining & Quarrying,6.545
growth_yoy,01/01/2023,Johor,Manufacturing,2.834
growth_yoy,01/01/2023,Johor,Construction,13.193
growth_yoy,01/01/2023,Johor,Services,5.384
growth_yoy,01/01/2023,Johor,Import Duties,10.772
growth_yoy,01/01/2023,Kedah,Overall GDP,1.569
growth_yoy,01/01/2023,Kedah,Agriculture,-2.821
growth_yoy,01/01/2023,Kedah,Mining & Quarrying,6.736
growth_yoy,01/01/2023,Kedah,Manufacturing,-3.172
growth_yoy,01/01/2023,Kedah,Construction,30.809
growth_yoy,01/01/2023,Kedah,Services,4.013
growth_yoy,01/01/2023,Kedah,Import Duties,-13.199
growth_yoy,01/01/2023,Kelantan,Overall GDP,2.649
growth_yoy,01/01/2023,Kelantan,Agriculture,-0.537
growth_yoy,01/01/2023,Kelantan,Mining & Quarrying,8.114
growth_yoy,01/01/2023,Kelantan,Manufacturing,-2.583
growth_yoy,01/01/2023,Kelantan,Construction,6.7
growth_yoy,01/01/2023,Kelantan,Services,3.782
growth_yoy,01/01/2023,Kelantan,Import Duties,-18.289
growth_yoy,01/01/2023,Melaka,Overall GDP,2.972
growth_yoy,01/01/2023,Melaka,Agriculture,6.461
growth_yoy,01/01/2023,Melaka,Mining & Quarrying,6.137
growth_yoy,01/01/2023,Melaka,Manufacturing,0.275
growth_yoy,01/01/2023,Melaka,Construction,5.668
growth_yoy,01/01/2023,Melaka,Services,4.158
growth_yoy,01/01/2023,Melaka,Import Duties,-2.661
growth_yoy,01/01/2023,Negeri Sembilan,Overall GDP,1.815
growth_yoy,01/01/2023,Negeri Sembilan,Agriculture,-4.946
growth_yoy,01/01/2023,Negeri Sembilan,Mining & Quarrying,8.61
growth_yoy,01/01/2023,Negeri Sembilan,Manufacturing,1.204
growth_yoy,01/01/2023,Negeri Sembilan,Construction,-8.406
growth_yoy,01/01/2023,Negeri Sembilan,Services,4.493
growth_yoy,01/01/2023,Negeri Sembilan,Import Duties,-69.351
growth_yoy,01/01/2023,Pahang,Overall GDP,5.175
growth_yoy,01/01/2023,Pahang,Agriculture,2.489
growth_yoy,01/01/2023,Pahang,Mining & Quarrying,9.618
growth_yoy,01/01/2023,Pahang,Manufacturing,2.138
growth_yoy,01/01/2023,Pahang,Construction,37.113
growth_yoy,01/01/2023,Pahang,Services,6.038
growth_yoy,01/01/2023,Pahang,Import Duties,-26.34
growth_yoy,01/01/2023,Perak,Overall GDP,2.651
growth_yoy,01/01/2023,Perak,Agriculture,1.881
growth_yoy,01/01/2023,Perak,Mining & Quarrying,8.32
growth_yoy,01/01/2023,Perak,Manufacturing,2.214
growth_yoy,01/01/2023,Perak,Construction,-0.182
growth_yoy,01/01/2023,Perak,Services,3.009
growth_yoy,01/01/2023,Perak,Import Duties,15.567
growth_yoy,01/01/2023,Perlis,Overall GDP,2.145
growth_yoy,01/01/2023,Perlis,Agriculture,4.064
growth_yoy,01/01/2023,Perlis,Mining & Quarrying,5.167
growth_yoy,01/01/2023,Perlis,Manufacturing,-0.972
growth_yoy,01/01/2023,Perlis,Construction,4.005
growth_yoy,01/01/2023,Perlis,Services,2.333
growth_yoy,01/01/2023,Perlis,Import Duties,-11.085
growth_yoy,01/01/2023,Pulau Pinang,Overall GDP,3.274
growth_yoy,01/01/2023,Pulau Pinang,Agriculture,6.494
growth_yoy,01/01/2023,Pulau Pinang,Mining & Quarrying,6.751
growth_yoy,01/01/2023,Pulau Pinang,Manufacturing,-0.543
growth_yoy,01/01/2023,Pulau Pinang,Construction,23.605
growth_yoy,01/01/2023,Pulau Pinang,Services,6.034
growth_yoy,01/01/2023,Pulau Pinang,Import Duties,2.321
growth_yoy,01/01/2023,Sabah,Overall GDP,1.328
growth_yoy,01/01/2023,Sabah,Agriculture,0.847
growth_yoy,01/01/2023,Sabah,Mining & Quarrying,-5.208
growth_yoy,01/01/2023,Sabah,Manufacturing,4.375
growth_yoy,01/01/2023,Sabah,Construction,-1.116
growth_yoy,01/01/2023,Sabah,Services,4.517
growth_yoy,01/01/2023,Sabah,Import Duties,-2.553
growth_yoy,01/01/2023,Sarawak,Overall GDP,1.175
growth_yoy,01/01/2023,Sarawak,Agriculture,2.049
growth_yoy,01/01/2023,Sarawak,Mining & Quarrying,-1.022
growth_yoy,01/01/2023,Sarawak,Manufacturing,-3.908
growth_yoy,01/01/2023,Sarawak,Construction,8.303
growth_yoy,01/01/2023,Sarawak,Services,5.433
growth_yoy,01/01/2023,Sarawak,Import Duties,-1.914
growth_yoy,01/01/2023,Selangor,Overall GDP,5.43
growth_yoy,01/01/2023,Selangor,Agriculture,-7.331
growth_yoy,01/01/2023,Selangor,Mining & Quarrying,3.811
growth_yoy,01/01/2023,Selangor,Manufacturing,2.048
growth_yoy,01/01/2023,Selangor,Construction,10.168
growth_yoy,01/01/2023,Selangor,Services,6.132
growth_yoy,01/01/2023,Selangor,Import Duties,25.101
growth_yoy,01/01/2023,Terengganu,Overall GDP,2.269
growth_yoy,01/01/2023,Terengganu,Agriculture,7.427
growth_yoy,01/01/2023,Terengganu,Mining & Quarrying,5.343
growth_yoy,01/01/2023,Terengganu,Manufacturing,0.159
growth_yoy,01/01/2023,Terengganu,Construction,1.593
growth_yoy,01/01/2023,Terengganu,Services,3.073
growth_yoy,01/01/2023,Terengganu,Import Duties,77.215
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Overall GDP,3.652
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Agriculture,
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Mining & Quarrying,3.304
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Manufacturing,1.829
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Construction,-8.93
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Services,4.874
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Import Duties,-43.826
growth_yoy,01/01/2023,W.P. Labuan,Overall GDP,1.918
growth_yoy,01/01/2023,W.P. Labuan,Agriculture,3.2
growth_yoy,01/01/2023,W.P. Labuan,Mining & Quarrying,
growth_yoy,01/01/2023,W.P. Labuan,Manufacturing,0.41
growth_yoy,01/01/2023,W.P. Labuan,Construction,1.751
growth_yoy,01/01/2023,W.P. Labuan,Services,2.155
growth_yoy,01/01/2023,W.P. Labuan,Import Duties,15.095
abs,01/01/2015,Supra,Overall GDP,51419.75
abs,01/01/2015,Supra,Agriculture,0
abs,01/01/2015,Supra,Mining & Quarrying,51419.75
abs,01/01/2015,Supra,Manufacturing,0
abs,01/01/2015,Supra,Construction,0
abs,01/01/2015,Supra,Services,0
abs,01/01/2015,Supra,Import Duties,0
abs,01/01/2016,Supra,Overall GDP,50562.395
abs,01/01/2016,Supra,Agriculture,0
abs,01/01/2016,Supra,Mining & Quarrying,50562.395
abs,01/01/2016,Supra,Manufacturing,0
abs,01/01/2016,Supra,Construction,0
abs,01/01/2016,Supra,Services,0
abs,01/01/2016,Supra,Import Duties,0
abs,01/01/2017,Supra,Overall GDP,46512.054
abs,01/01/2017,Supra,Agriculture,0
abs,01/01/2017,Supra,Mining & Quarrying,46512.054
abs,01/01/2017,Supra,Manufacturing,0
abs,01/01/2017,Supra,Construction,0
abs,01/01/2017,Supra,Services,0
abs,01/01/2017,Supra,Import Duties,0
abs,01/01/2018,Supra,Overall GDP,46044.467
abs,01/01/2018,Supra,Agriculture,0
abs,01/01/2018,Supra,Mining & Quarrying,46044.467
abs,01/01/2018,Supra,Manufacturing,0
abs,01/01/2018,Supra,Construction,0
abs,01/01/2018,Supra,Services,0
abs,01/01/2018,Supra,Import Duties,0
abs,01/01/2019,Supra,Overall GDP,45738.116
abs,01/01/2019,Supra,Agriculture,0
abs,01/01/2019,Supra,Mining & Quarrying,45738.116
abs,01/01/2019,Supra,Manufacturing,0
abs,01/01/2019,Supra,Construction,0
abs,01/01/2019,Supra,Services,0
abs,01/01/2019,Supra,Import Duties,0
abs,01/01/2020,Supra,Overall GDP,40697.536
abs,01/01/2020,Supra,Agriculture,0
abs,01/01/2020,Supra,Mining & Quarrying,40697.536
abs,01/01/2020,Supra,Manufacturing,0
abs,01/01/2020,Supra,Construction,0
abs,01/01/2020,Supra,Services,0
abs,01/01/2020,Supra,Import Duties,0
abs,01/01/2021,Supra,Overall GDP,41895.612
abs,01/01/2021,Supra,Agriculture,0
abs,01/01/2021,Supra,Mining & Quarrying,41895.612
abs,01/01/2021,Supra,Manufacturing,0
abs,01/01/2021,Supra,Construction,0
abs,01/01/2021,Supra,Services,0
abs,01/01/2021,Supra,Import Duties,0
abs,01/01/2022,Supra,Overall GDP,42872.705
abs,01/01/2022,Supra,Agriculture,0
abs,01/01/2022,Supra,Mining & Quarrying,42872.705
abs,01/01/2022,Supra,Manufacturing,0
abs,01/01/2022,Supra,Construction,0
abs,01/01/2022,Supra,Services,0
abs,01/01/2022,Supra,Import Duties,0
abs,01/01/2023,Supra,Overall GDP,44503.21
abs,01/01/2023,Supra,Agriculture,0
abs,01/01/2023,Supra,Mining & Quarrying,44503.21
abs,01/01/2023,Supra,Manufacturing,0
abs,01/01/2023,Supra,Construction,0
abs,01/01/2023,Supra,Services,0
abs,01/01/2023,Supra,Import Duties,0
growth_yoy,01/01/2016,Supra,Overall GDP,-1.667
growth_yoy,01/01/2016,Supra,Agriculture,
growth_yoy,01/01/2016,Supra,Mining & Quarrying,-1.667
growth_yoy,01/01/2016,Supra,Manufacturing,
growth_yoy,01/01/2016,Supra,Construction,
growth_yoy,01/01/2016,Supra,Services,
growth_yoy,01/01/2016,Supra,Import Duties,
growth_yoy,01/01/2017,Supra,Overall GDP,-8.011
growth_yoy,01/01/2017,Supra,Agriculture,
growth_yoy,01/01/2017,Supra,Mining & Quarrying,-8.011
growth_yoy,01/01/2017,Supra,Manufacturing,
growth_yoy,01/01/2017,Supra,Construction,
growth_yoy,01/01/2017,Supra,Services,
growth_yoy,01/01/2017,Supra,Import Duties,
growth_yoy,01/01/2018,Supra,Overall GDP,-1.005
growth_yoy,01/01/2018,Supra,Agriculture,
growth_yoy,01/01/2018,Supra,Mining & Quarrying,-1.005
growth_yoy,01/01/2018,Supra,Manufacturing,
growth_yoy,01/01/2018,Supra,Construction,
growth_yoy,01/01/2018,Supra,Services,
growth_yoy,01/01/2018,Supra,Import Duties,
growth_yoy,01/01/2019,Supra,Overall GDP,-0.665
growth_yoy,01/01/2019,Supra,Agriculture,
growth_yoy,01/01/2019,Supra,Mining & Quarrying,-0.665
growth_yoy,01/01/2019,Supra,Manufacturing,
growth_yoy,01/01/2019,Supra,Construction,
growth_yoy,01/01/2019,Supra,Services,
growth_yoy,01/01/2019,Supra,Import Duties,
growth_yoy,01/01/2020,Supra,Overall GDP,-11.021
growth_yoy,01/01/2020,Supra,Agriculture,
growth_yoy,01/01/2020,Supra,Mining & Quarrying,-11.021
growth_yoy,01/01/2020,Supra,Manufacturing,
growth_yoy,01/01/2020,Supra,Construction,
growth_yoy,01/01/2020,Supra,Services,
growth_yoy,01/01/2020,Supra,Import Duties,
growth_yoy,01/01/2021,Supra,Overall GDP,2.944
growth_yoy,01/01/2021,Supra,Agriculture,
growth_yoy,01/01/2021,Supra,Mining & Quarrying,2.944
growth_yoy,01/01/2021,Supra,Manufacturing,
growth_yoy,01/01/2021,Supra,Construction,
growth_yoy,01/01/2021,Supra,Services,
growth_yoy,01/01/2021,Supra,Import Duties,
growth_yoy,01/01/2022,Supra,Overall GDP,2.332
growth_yoy,01/01/2022,Supra,Agriculture,
growth_yoy,01/01/2022,Supra,Mining & Quarrying,2.332
growth_yoy,01/01/2022,Supra,Manufacturing,
growth_yoy,01/01/2022,Supra,Construction,
growth_yoy,01/01/2022,Supra,Services,
growth_yoy,01/01/2022,Supra,Import Duties,
growth_yoy,01/01/2023,Supra,Overall GDP,3.803
growth_yoy,01/01/2023,Supra,Agriculture,
growth_yoy,01/01/2023,Supra,Mining & Quarrying,3.803
growth_yoy,01/01/2023,Supra,Manufacturing,
growth_yoy,01/01/2023,Supra,Construction,
growth_yoy,01/01/2023,Supra,Services,
growth_yoy,01/01/2023,Supra,Import Duties,
